ISIN_code,company,parent_market,year,revenue,net_income,net_income_margin
CA0679011084,BARRICK GOLD (TSX),Gold Mining,2014,"9,793,469.00","-2,780,507.00",-0.28
CA0679011084,BARRICK GOLD (TSX),Gold Mining,2015,"8,372,684.00","-2,631,707.00",-0.31
CA0679011084,BARRICK GOLD (TSX),Gold Mining,2016,"8,432,311.00","645,380.00",0.08
CA0679011084,BARRICK GOLD (TSX),Gold Mining,2017,"8,655,517.00","1,131,812.00",0.13
CA09228F1036,BLACKBERRY,Telecom. Equipment,2013,"10,437,910.00","-608,949.00",-0.06
CA09228F1036,BLACKBERRY,Telecom. Equipment,2014,"6,220,496.00","-5,362,245.00",-0.86
CA09228F1036,BLACKBERRY,Telecom. Equipment,2015,"2,714,113.00","-247,403.00",-0.09
CA09228F1036,BLACKBERRY,Telecom. Equipment,2016,"2,104,245.00","-202,631.00",-0.10
CA09228F1036,BLACKBERRY,Telecom. Equipment,2017,"934,732.00","473,384.00",0.51
CA0977512007,BOMBARDIER 'B',Aerospace,2013,"17,677,106.00","518,110.00",0.03
CA0977512007,BOMBARDIER 'B',Aerospace,2014,"19,235,907.00","-1,230,999.00",-0.06
CA0977512007,BOMBARDIER 'B',Aerospace,2015,"16,851,082.00","-4,979,656.00",-0.30
CA0977512007,BOMBARDIER 'B',Aerospace,2016,"16,099,034.00","-1,038,520.00",-0.06
CA0977512007,BOMBARDIER 'B',Aerospace,2017,"16,763,216.00","-561,255.00",-0.03
CA1125851040,BROOKFIELD ASSET MAN.'A' LTD.VTG.SHRE.,Asset Managers,2013,"20,286,162.00","1,923,436.00",0.09
CA1125851040,BROOKFIELD ASSET MAN.'A' LTD.VTG.SHRE.,Asset Managers,2014,"17,564,924.00","2,827,375.00",0.16
CA1125851040,BROOKFIELD ASSET MAN.'A' LTD.VTG.SHRE.,Asset Managers,2015,"18,465,529.00","2,046,574.00",0.11
CA1125851040,BROOKFIELD ASSET MAN.'A' LTD.VTG.SHRE.,Asset Managers,2016,"24,052,483.00","1,495,706.00",0.06
CA1125851040,BROOKFIELD ASSET MAN.'A' LTD.VTG.SHRE.,Asset Managers,2017,"42,157,143.00","1,361,275.00",0.03
CA1247651088,CAE,Aerospace,2013,"1,980,667.00","131,197.00",0.07
CA1247651088,CAE,Aerospace,2014,"1,825,946.00","164,041.00",0.09
CA1247651088,CAE,Aerospace,2015,"1,617,086.00","145,274.00",0.09
CA1247651088,CAE,Aerospace,2016,"1,873,627.00","171,286.00",0.09
CA1247651088,CAE,Aerospace,2017,"2,195,086.00","269,150.00",0.12
CA1249003098,CCL INDS.'B',Containers & Package,2013,"1,778,249.00","97,493.00",0.05
CA1249003098,CCL INDS.'B',Containers & Package,2014,"2,232,367.00","186,977.00",0.08
CA1249003098,CCL INDS.'B',Containers & Package,2015,"2,187,822.00","212,423.00",0.10
CA1249003098,CCL INDS.'B',Containers & Package,2016,"2,963,940.00","258,571.00",0.09
CA1249003098,CCL INDS.'B',Containers & Package,2017,"3,795,666.00","378,393.00",0.10
CA1254911003,CI FINANCIAL,Asset Managers,2013,"1,521,526.00","401,305.00",0.26
CA1254911003,CI FINANCIAL,Asset Managers,2014,"1,619,614.00","453,308.00",0.28
CA1254911003,CI FINANCIAL,Asset Managers,2015,"1,438,084.00","398,454.00",0.28
CA1254911003,CI FINANCIAL,Asset Managers,2016,"1,452,833.00","375,085.00",0.26
CA1254911003,CI FINANCIAL,Asset Managers,2017,"1,685,088.00","399,007.00",0.24
CA13321L1085,CAMECO,Nonferrous Metals,2013,"2,295,224.00","299,754.00",0.13
CA13321L1085,CAMECO,Nonferrous Metals,2014,"2,069,962.00","159,926.00",0.08
CA13321L1085,CAMECO,Nonferrous Metals,2015,"1,982,846.00","46,999.00",0.02
CA13321L1085,CAMECO,Nonferrous Metals,2016,"1,813,080.00","-45,943.00",-0.03
CA13321L1085,CAMECO,Nonferrous Metals,2017,"1,721,448.00","-173,307.00",-0.10
CA1360691010,CANADIAN IMP.BK.COM.,Banks,2013,"15,994,982.00","3,109,586.00",0.19
CA1360691010,CANADIAN IMP.BK.COM.,Banks,2014,"14,822,373.00","2,703,218.00",0.18
CA1360691010,CANADIAN IMP.BK.COM.,Banks,2015,"12,415,921.00","2,541,927.00",0.20
CA1360691010,CANADIAN IMP.BK.COM.,Banks,2016,"13,918,350.00","3,159,499.00",0.23
CA1360691010,CANADIAN IMP.BK.COM.,Banks,2017,"16,131,509.00","3,604,863.00",0.22
CA1363751027,CANADIAN NATIONAL RY.,Transport - Rail,2013,"9,952,747.00","2,458,305.00",0.25
CA1363751027,CANADIAN NATIONAL RY.,Transport - Rail,2014,"10,476,158.00","2,734,300.00",0.26
CA1363751027,CANADIAN NATIONAL RY.,Transport - Rail,2015,"9,078,517.00","2,546,966.00",0.28
CA1363751027,CANADIAN NATIONAL RY.,Transport - Rail,2016,"8,975,900.00","2,714,321.00",0.30
CA1363751027,CANADIAN NATIONAL RY.,Transport - Rail,2017,"10,408,411.00","5,784,845.00",0.56
CA1363851017,CANADIAN NATURAL RES.,Exploration and production,2013,"15,194,998.00","2,136,429.00",0.14
CA1363851017,CANADIAN NATURAL RES.,Exploration and production,2014,"16,285,789.00","3,392,189.00",0.21
CA1363851017,CANADIAN NATURAL RES.,Exploration and production,2015,"8,899,984.00","-458,569.00",-0.05
CA1363851017,CANADIAN NATURAL RES.,Exploration and production,2016,"7,846,922.00","-152,121.00",-0.02
CA1363851017,CANADIAN NATURAL RES.,Exploration and production,2017,"13,289,659.00","1,913,117.00",0.14
CA13645T1003,CANADIAN PACIFIC RY.,Transport - Rail,2013,"5,772,123.00","823,513.00",0.14
CA13645T1003,CANADIAN PACIFIC RY.,Transport - Rail,2014,"5,715,524.00","1,274,337.00",0.22
CA13645T1003,CANADIAN PACIFIC RY.,Transport - Rail,2015,"4,831,893.00","973,290.00",0.20
CA13645T1003,CANADIAN PACIFIC RY.,Transport - Rail,2016,"4,647,156.00","1,192,362.00",0.26
CA13645T1003,CANADIAN PACIFIC RY.,Transport - Rail,2017,"5,230,943.00","2,351,290.00",0.45
CA1366812024,CANADIAN TIRE 'A',Specialty Retailers,2013,"11,092,113.00","528,178.00",0.05
CA1366812024,CANADIAN TIRE 'A',Specialty Retailers,2014,"10,760,121.00","521,477.00",0.05
CA1366812024,CANADIAN TIRE 'A',Specialty Retailers,2015,"8,839,946.00","474,695.00",0.05
CA1366812024,CANADIAN TIRE 'A',Specialty Retailers,2016,"9,456,126.00","498,943.00",0.05
CA1366812024,CANADIAN TIRE 'A',Specialty Retailers,2017,"10,722,794.00","586,625.00",0.05
CA1367178326,CANADIAN UTILITIES 'A',Multiutilities,2013,"3,182,056.00","510,108.00",0.16
CA1367178326,CANADIAN UTILITIES 'A',Multiutilities,2014,"3,108,140.00","570,689.00",0.18
CA1367178326,CANADIAN UTILITIES 'A',Multiutilities,2015,"2,349,717.00","213,087.00",0.09
CA1367178326,CANADIAN UTILITIES 'A',Multiutilities,2016,"2,534,609.00","411,622.00",0.16
CA1367178326,CANADIAN UTILITIES 'A',Multiutilities,2017,"3,214,069.00","332,022.00",0.10
CA15135U1093,CENOVUS ENERGY,Exploration and production,2013,"17,559,187.00","623,047.00",0.04
CA15135U1093,CENOVUS ENERGY,Exploration and production,2014,"16,958,356.00","642,349.00",0.04
CA15135U1093,CENOVUS ENERGY,Exploration and production,2015,"9,404,626.00","444,891.00",0.05
CA15135U1093,CENOVUS ENERGY,Exploration and production,2016,"9,048,233.00","-406,402.00",-0.04
CA15135U1093,CENOVUS ENERGY,Exploration and production,2017,"13,602,526.00","2,686,505.00",0.20
CA21037X1006,CONSTELLATION SOFTWARE,Software,2013,"1,179,165.00","90,703.00",0.08
CA21037X1006,CONSTELLATION SOFTWARE,Software,2014,"1,596,706.00","98,612.00",0.06
CA21037X1006,CONSTELLATION SOFTWARE,Software,2015,"1,704,683.00","164,364.00",0.10
CA21037X1006,CONSTELLATION SOFTWARE,Software,2016,"2,093,875.00","203,747.00",0.10
CA21037X1006,CONSTELLATION SOFTWARE,Software,2017,"2,562,774.00","229,430.00",0.09
CA22576C1014,CRESCENT POINT ENERGY,Exploration and production,2013,"2,712,613.00","136,351.00",0.05
CA22576C1014,CRESCENT POINT ENERGY,Exploration and production,2014,"2,987,186.00","439,365.00",0.15
CA22576C1014,CRESCENT POINT ENERGY,Exploration and production,2015,"1,702,033.00","-626,447.00",-0.37
CA22576C1014,CRESCENT POINT ENERGY,Exploration and production,2016,"1,629,040.00","-695,507.00",-0.43
CA22576C1014,CRESCENT POINT ENERGY,Exploration and production,2017,"2,259,426.00","-13,169.00",-0.01
CA25675T1075,DOLLARAMA,Specialty Retailers,2013,"1,749,442.00","207,982.00",0.12
CA25675T1075,DOLLARAMA,Specialty Retailers,2014,"1,782,584.00","215,924.00",0.12
CA25675T1075,DOLLARAMA,Specialty Retailers,2015,"1,677,920.00","212,662.00",0.13
CA25675T1075,DOLLARAMA,Specialty Retailers,2016,"1,976,329.00","287,200.00",0.15
CA25675T1075,DOLLARAMA,Specialty Retailers,2017,"2,649,752.00","421,393.00",0.16
CA2908761018,EMERA,Power generation,2013,"2,098,971.00","204,702.00",0.10
CA2908761018,EMERA,Power generation,2014,"2,565,856.00","351,133.00",0.14
CA2908761018,EMERA,Power generation,2015,"2,007,986.00","285,940.00",0.14
CA2908761018,EMERA,Power generation,2016,"3,189,327.00","169,272.00",0.05
CA2908761018,EMERA,Power generation,2017,"4,969,156.00","465,310.00",0.09
CA2918434077,EMPIRE 'A',Food and broadline retailers,2013,"16,629,793.00","362,158.00",0.02
CA2918434077,EMPIRE 'A',Food and broadline retailers,2014,"18,124,771.00","203,238.00",0.01
CA2918434077,EMPIRE 'A',Food and broadline retailers,2015,"17,248,678.00","301,633.00",0.02
CA2918434077,EMPIRE 'A',Food and broadline retailers,2016,"18,381,692.00","-1,589,071.00",-0.09
CA2918434077,EMPIRE 'A',Food and broadline retailers,2017,"18,838,768.00","123,967.00",0.01
CA2925051047,ENCANA (TSX),Exploration and production,2013,"5,705,057.00","229,838.00",0.04
CA2925051047,ENCANA (TSX),Exploration and production,2014,"7,670,068.00","3,244,403.00",0.42
CA2925051047,ENCANA (TSX),Exploration and production,2015,"4,100,566.00","-4,789,558.00",-1.17
CA2925051047,ENCANA (TSX),Exploration and production,2016,"2,875,144.00","-930,136.00",-0.32
CA2925051047,ENCANA (TSX),Exploration and production,2017,"4,592,365.00","1,192,795.00",0.26
CA29250N1050,ENBRIDGE,O&G T&D,2013,"30,981,043.00","419,757.00",0.01
CA29250N1050,ENBRIDGE,O&G T&D,2014,"32,498,191.00","1,019,642.00",0.03
CA29250N1050,ENBRIDGE,O&G T&D,2015,"24,327,920.00","-26,636.00",0.00
CA29250N1050,ENBRIDGE,O&G T&D,2016,"25,771,132.00","1,324,350.00",0.05
CA29250N1050,ENBRIDGE,O&G T&D,2017,"35,419,404.00","386,295.00",0.01
CA3039011026,FAIRFAX FINL.HDG.,Prop. & Casualty Ins.,2013,"5,695,513.00","-617,642.00",-0.11
CA3039011026,FAIRFAX FINL.HDG.,Prop. & Casualty Ins.,2014,"9,480,889.00","1,508,188.00",0.16
CA3039011026,FAIRFAX FINL.HDG.,Prop. & Casualty Ins.,2015,"7,764,276.00","484,427.00",0.06
CA3039011026,FAIRFAX FINL.HDG.,Prop. & Casualty Ins.,2016,"10,577,437.00","-548,327.00",-0.05
CA3039011026,FAIRFAX FINL.HDG.,Prop. & Casualty Ins.,2017,"15,077,696.00","1,982,893.00",0.13
CA3180714048,FINNING INTL.,"Comm. Vehicles,Trucks",2013,"6,358,459.00","315,528.00",0.05
CA3180714048,FINNING INTL.,"Comm. Vehicles,Trucks",2014,"5,972,714.00","274,760.00",0.05
CA3180714048,FINNING INTL.,"Comm. Vehicles,Trucks",2015,"4,456,111.00","-115,902.00",-0.03
CA3180714048,FINNING INTL.,"Comm. Vehicles,Trucks",2016,"4,196,757.00","48,470.00",0.01
CA3180714048,FINNING INTL.,"Comm. Vehicles,Trucks",2017,"5,000,283.00","176,387.00",0.04
CA31943B1004,FIRST CAPITAL REALTY,"Real Estate Hold, Dev",2013,"592,248.00","202,220.00",0.34
CA31943B1004,FIRST CAPITAL REALTY,"Real Estate Hold, Dev",2014,"555,453.00","169,867.00",0.31
CA31943B1004,FIRST CAPITAL REALTY,"Real Estate Hold, Dev",2015,"472,334.00","146,760.00",0.31
CA31943B1004,FIRST CAPITAL REALTY,"Real Estate Hold, Dev",2016,"502,484.00","285,387.00",0.57
CA31943B1004,FIRST CAPITAL REALTY,"Real Estate Hold, Dev",2017,"552,938.00","505,287.00",0.91
CA3359341052,FIRST QUANTUM MRLS.,Nonferrous Metals,2013,"3,460,139.00","446,627.00",0.13
CA3359341052,FIRST QUANTUM MRLS.,Nonferrous Metals,2014,"3,387,876.00","798,475.00",0.24
CA3359341052,FIRST QUANTUM MRLS.,Nonferrous Metals,2015,"2,501,883.00","-459,946.00",-0.18
CA3359341052,FIRST QUANTUM MRLS.,Nonferrous Metals,2016,"2,633,742.00","189,180.00",0.07
CA3359341052,FIRST QUANTUM MRLS.,Nonferrous Metals,2017,"3,421,276.00","-326,623.00",-0.10
CA3495531079,FORTIS,Power generation,2013,"3,808,867.00","313,406.00",0.08
CA3495531079,FORTIS,Power generation,2014,"4,663,073.00","273,689.00",0.06
CA3495531079,FORTIS,Power generation,2015,"4,842,691.00","524,079.00",0.11
CA3495531079,FORTIS,Power generation,2016,"5,099,045.00","436,230.00",0.09
CA3495531079,FORTIS,Power generation,2017,"6,625,275.00","-268,970.00",-0.04
CA3518581051,FRANCO-NEVADA,Gold Mining,2013,"390,433.00","11,395.00",0.03
CA3518581051,FRANCO-NEVADA,Gold Mining,2014,"423,150.00","102,057.00",0.24
CA3518581051,FRANCO-NEVADA,Gold Mining,2015,"411,355.00","22,812.00",0.06
CA3518581051,FRANCO-NEVADA,Gold Mining,2016,"601,238.00","120,405.00",0.20
CA3518581051,FRANCO-NEVADA,Gold Mining,2017,"697,692.00","201,245.00",0.29
CA3759161035,GILDAN ACTIVEWEAR,"Clothing, footwear and accessories",2013,"2,095,985.00","307,232.00",0.15
CA3759161035,GILDAN ACTIVEWEAR,"Clothing, footwear and accessories",2014,"2,227,229.00","339,325.00",0.15
CA3759161035,GILDAN ACTIVEWEAR,"Clothing, footwear and accessories",2015,"2,211,854.00","225,119.00",0.10
CA3759161035,GILDAN ACTIVEWEAR,"Clothing, footwear and accessories",2016,"2,532,704.00","339,616.00",0.13
CA3759161035,GILDAN ACTIVEWEAR,"Clothing, footwear and accessories",2017,"2,843,293.00","374,515.00",0.13
CA3809564097,GOLDCORP,Gold Mining,2013,"3,590,738.00","-2,638,272.00",-0.73
CA3809564097,GOLDCORP,Gold Mining,2014,"3,286,489.00","-2,066,968.00",-0.63
CA3809564097,GOLDCORP,Gold Mining,2015,"4,056,982.00","-3,855,756.00",-0.95
CA3809564097,GOLDCORP,Gold Mining,2016,"3,458,450.00","159,621.00",0.05
CA3809564097,GOLDCORP,Gold Mining,2017,"3,538,074.00","680,121.00",0.19
CA39138C1068,GREAT WEST LIFECO,Life Insurance,2013,"24,889,867.00","2,143,958.00",0.09
CA39138C1068,GREAT WEST LIFECO,Life Insurance,2014,"33,827,784.00","2,198,145.00",0.06
CA39138C1068,GREAT WEST LIFECO,Life Insurance,2015,"24,346,637.00","1,988,333.00",0.08
CA39138C1068,GREAT WEST LIFECO,Life Insurance,2016,"34,585,963.00","1,969,374.00",0.06
CA39138C1068,GREAT WEST LIFECO,Life Insurance,2017,"37,357,263.00","1,715,181.00",0.05
CA39945C1095,CGI GROUP 'A',Computer Services,2013,"9,491,226.00","428,999.00",0.05
CA39945C1095,CGI GROUP 'A',Computer Services,2014,"9,065,142.00","742,019.00",0.08
CA39945C1095,CGI GROUP 'A',Computer Services,2015,"7,405,564.00","703,732.00",0.10
CA39945C1095,CGI GROUP 'A',Computer Services,2016,"7,966,430.00","796,933.00",0.10
CA39945C1095,CGI GROUP 'A',Computer Services,2017,"8,671,719.00","827,742.00",0.10
CA4044282032,H&R RLST.IT.STAPLE UNIT,Ind. & Office REITs,2013,"1,070,151.00","304,592.00",0.28
CA4044282032,H&R RLST.IT.STAPLE UNIT,Ind. & Office REITs,2014,"1,046,215.00","366,635.00",0.35
CA4044282032,H&R RLST.IT.STAPLE UNIT,Ind. & Office REITs,2015,"851,546.00","244,869.00",0.29
CA4044282032,H&R RLST.IT.STAPLE UNIT,Ind. & Office REITs,2016,"885,766.00","289,884.00",0.33
CA4044282032,H&R RLST.IT.STAPLE UNIT,Ind. & Office REITs,2017,"926,409.00","462,835.00",0.50
CA4480551031,HUSKY EN.,Exploration and production,2013,"21,944,984.00","1,709,143.00",0.08
CA4480551031,HUSKY EN.,Exploration and production,2014,"20,800,362.00","1,074,898.00",0.05
CA4480551031,HUSKY EN.,Exploration and production,2015,"11,783,859.00","-2,797,488.00",-0.24
CA4480551031,HUSKY EN.,Exploration and production,2016,"9,633,601.00","660,684.00",0.07
CA4480551031,HUSKY EN.,Exploration and production,2017,"14,831,646.00","948,178.00",0.06
CA4488112083,HYDRO ONE,Power generation,2013,"5,716,594.00","755,750.00",0.13
CA4488112083,HYDRO ONE,Power generation,2014,"5,653,361.00","646,666.00",0.11
CA4488112083,HYDRO ONE,Power generation,2015,"4,706,633.00","496,723.00",0.11
CA4488112083,HYDRO ONE,Power generation,2016,"4,885,777.00","537,644.00",0.11
CA4488112083,HYDRO ONE,Power generation,2017,"4,780,797.00","525,169.00",0.11
CA4495861060,IGM FINL.,Asset Managers,2013,"2,443,430.00","717,072.00",0.29
CA4495861060,IGM FINL.,Asset Managers,2014,"2,444,056.00","650,336.00",0.27
CA4495861060,IGM FINL.,Asset Managers,2015,"2,099,912.00","555,532.00",0.26
CA4495861060,IGM FINL.,Asset Managers,2016,"2,192,751.00","574,522.00",0.26
CA4495861060,IGM FINL.,Asset Managers,2017,"2,440,949.00","480,406.00",0.20
CA4530384086,IMPERIAL OIL,Exploration and production,2013,"29,539,188.00","2,661,595.00",0.09
CA4530384086,IMPERIAL OIL,Exploration and production,2014,"30,112,694.00","3,267,864.00",0.11
CA4530384086,IMPERIAL OIL,Exploration and production,2015,"18,170,711.00","807,715.00",0.04
CA4530384086,IMPERIAL OIL,Exploration and production,2016,"17,744,498.00","1,614,424.00",0.09
CA4530384086,IMPERIAL OIL,Exploration and production,2017,"21,995,659.00","391,084.00",0.02
CA4558711038,INDL.ALL.IN.& FINL.SVS.,Life Insurance,2013,"5,668,595.00","329,405.00",0.06
CA4558711038,INDL.ALL.IN.& FINL.SVS.,Life Insurance,2014,"8,357,442.00","345,349.00",0.04
CA4558711038,INDL.ALL.IN.& FINL.SVS.,Life Insurance,2015,"5,928,284.00","262,039.00",0.04
CA4558711038,INDL.ALL.IN.& FINL.SVS.,Life Insurance,2016,"6,969,988.00","400,437.00",0.06
CA4558711038,INDL.ALL.IN.& FINL.SVS.,Life Insurance,2017,"8,999,711.00","411,037.00",0.05
CA45823T1066,INTACT FINANCIAL,Prop. & Casualty Ins.,2013,"7,039,863.00","385,875.00",0.05
CA45823T1066,INTACT FINANCIAL,Prop. & Casualty Ins.,2014,"6,817,186.00","657,026.00",0.10
CA45823T1066,INTACT FINANCIAL,Prop. & Casualty Ins.,2015,"5,763,429.00","493,124.00",0.09
CA45823T1066,INTACT FINANCIAL,Prop. & Casualty Ins.,2016,"6,281,713.00","388,506.00",0.06
CA45823T1066,INTACT FINANCIAL,Prop. & Casualty Ins.,2017,"7,385,893.00","610,569.00",0.08
CA45833V1094,INTER PIPELINE FUND,O&G T&D,2013,"1,282,528.00","-54,677.00",-0.04
CA45833V1094,INTER PIPELINE FUND,O&G T&D,2014,"1,343,632.00","289,086.00",0.22
CA45833V1094,INTER PIPELINE FUND,O&G T&D,2015,"1,206,749.00","307,680.00",0.25
CA45833V1094,INTER PIPELINE FUND,O&G T&D,2016,"1,360,590.00","335,338.00",0.25
CA45833V1094,INTER PIPELINE FUND,O&G T&D,2017,"1,804,252.00","420,375.00",0.23
CA4932711001,KEYERA,Oil and gas other,2013,"3,084,370.00","138,196.00",0.04
CA4932711001,KEYERA,Oil and gas other,2014,"3,128,602.00","198,566.00",0.06
CA4932711001,KEYERA,Oil and gas other,2015,"1,814,897.00","145,360.00",0.08
CA4932711001,KEYERA,Oil and gas other,2016,"1,870,922.00","161,704.00",0.09
CA4932711001,KEYERA,Oil and gas other,2017,"2,724,307.00","231,394.00",0.08
CA4969024047,KINROSS GOLD,Gold Mining,2013,"3,680,823.00","-3,644,984.00",-0.99
CA4969024047,KINROSS GOLD,Gold Mining,2014,"3,315,470.00","-1,115,742.00",-0.34
CA4969024047,KINROSS GOLD,Gold Mining,2015,"2,830,336.00","-912,937.00",-0.32
CA4969024047,KINROSS GOLD,Gold Mining,2016,"3,421,008.00","-102,473.00",-0.03
CA4969024047,KINROSS GOLD,Gold Mining,2017,"3,414,040.00","460,373.00",0.13
CA53278L1076,LINAMAR,Auto Parts,2013,"3,383,924.00","216,268.00",0.06
CA53278L1076,LINAMAR,Auto Parts,2014,"3,601,610.00","276,763.00",0.08
CA53278L1076,LINAMAR,Auto Parts,2015,"3,716,390.00","314,355.00",0.08
CA53278L1076,LINAMAR,Auto Parts,2016,"4,478,319.00","389,346.00",0.09
CA53278L1076,LINAMAR,Auto Parts,2017,"5,224,923.00","438,469.00",0.08
CA5394811015,LOBLAW,Food and broadline retailers,2013,"30,466,229.00","592,930.00",0.02
CA5394811015,LOBLAW,Food and broadline retailers,2014,"36,789,150.00","45,759.00",0.00
CA5394811015,LOBLAW,Food and broadline retailers,2015,"32,678,629.00","454,970.00",0.01
CA5394811015,LOBLAW,Food and broadline retailers,2016,"34,588,946.00","733,016.00",0.02
CA5394811015,LOBLAW,Food and broadline retailers,2017,"37,274,257.00","1,198,791.00",0.03
CA5503721063,LUNDIN MINING,Nonferrous Metals,2013,"708,781.00","133,179.00",0.19
CA5503721063,LUNDIN MINING,Nonferrous Metals,2014,"909,919.00","107,706.00",0.12
CA5503721063,LUNDIN MINING,Nonferrous Metals,2015,"1,578,233.00","-272,707.00",-0.17
CA5503721063,LUNDIN MINING,Nonferrous Metals,2016,"1,522,891.00","-652,024.00",-0.43
CA5503721063,LUNDIN MINING,Nonferrous Metals,2017,"2,147,338.00","440,826.00",0.21
CA5592224011,MAGNA INTL.,Auto Parts,2013,"33,925,513.00","1,520,245.00",0.04
CA5592224011,MAGNA INTL.,Auto Parts,2014,"35,046,634.00","1,800,108.00",0.05
CA5592224011,MAGNA INTL.,Auto Parts,2015,"29,798,188.00","1,866,676.00",0.06
CA5592224011,MAGNA INTL.,Auto Parts,2016,"35,909,743.00","2,001,171.00",0.06
CA5592224011,MAGNA INTL.,Auto Parts,2017,"40,255,286.00","2,256,388.00",0.06
CA56501R1064,MANULIFE FINANCIAL,Life Insurance,2013,"17,573,304.00","2,802,769.00",0.16
CA56501R1064,MANULIFE FINANCIAL,Life Insurance,2014,"47,072,776.00","2,910,427.00",0.06
CA56501R1064,MANULIFE FINANCIAL,Life Insurance,2015,"24,785,769.00","1,457,775.00",0.06
CA56501R1064,MANULIFE FINANCIAL,Life Insurance,2016,"39,773,000.00","2,075,262.00",0.05
CA56501R1064,MANULIFE FINANCIAL,Life Insurance,2017,"46,549,324.00","1,929,080.00",0.04
CA59151K1084,METHANEX,Specialty Chemicals,2013,"2,945,094.00","320,573.00",0.11
CA59151K1084,METHANEX,Specialty Chemicals,2014,"3,083,139.00","434,828.00",0.14
CA59151K1084,METHANEX,Specialty Chemicals,2015,"2,063,824.00","186,034.00",0.09
CA59151K1084,METHANEX,Specialty Chemicals,2016,"1,969,079.00","-12,361.00",-0.01
CA59151K1084,METHANEX,Specialty Chemicals,2017,"3,163,535.00","326,763.00",0.10
CA59162N1096,METRO,Food and broadline retailers,2013,"10,731,838.00","670,952.00",0.06
CA59162N1096,METRO,Food and broadline retailers,2014,"10,006,828.00","386,014.00",0.04
CA59162N1096,METRO,Food and broadline retailers,2015,"8,799,776.00","364,336.00",0.04
CA59162N1096,METRO,Food and broadline retailers,2016,"9,535,841.00","426,163.00",0.04
CA59162N1096,METRO,Food and broadline retailers,2017,"10,534,976.00","473,124.00",0.04
CA6330671034,NAT.BK.OF CANADA,Banks,2013,"6,401,757.00","1,354,327.00",0.21
CA6330671034,NAT.BK.OF CANADA,Banks,2014,"6,143,756.00","1,233,759.00",0.20
CA6330671034,NAT.BK.OF CANADA,Banks,2015,"5,204,076.00","1,082,713.00",0.21
CA6330671034,NAT.BK.OF CANADA,Banks,2016,"5,575,543.00","832,938.00",0.15
CA6330671034,NAT.BK.OF CANADA,Banks,2017,"6,639,557.00","1,438,997.00",0.22
CA67077M1086,NUTRIEN,Specialty Chemicals,2013,,,
CA67077M1086,NUTRIEN,Specialty Chemicals,2014,,,
CA67077M1086,NUTRIEN,Specialty Chemicals,2015,,,
CA67077M1086,NUTRIEN,Specialty Chemicals,2016,,,
CA67077M1086,NUTRIEN,Specialty Chemicals,2017,"4,699,861.00","337,993.00",0.07
CA68272K1030,ONEX,Divers. Industrials,2013,"27,082,951.00","-344,758.00",-0.01
CA68272K1030,ONEX,Divers. Industrials,2014,"18,931,744.00","-109,996.00",-0.01
CA68272K1030,ONEX,Divers. Industrials,2015,"18,250,393.00","-531,349.00",-0.03
CA68272K1030,ONEX,Divers. Industrials,2016,"22,192,211.00","-128,091.00",-0.01
CA68272K1030,ONEX,Divers. Industrials,2017,"25,320,540.00","2,474,481.00",0.10
CA6837151068,OPEN TEXT (TSE),Software,2013,"1,293,380.00","140,899.00",0.11
CA6837151068,OPEN TEXT (TSE),Software,2014,"1,501,247.00","201,551.00",0.13
CA6837151068,OPEN TEXT (TSE),Software,2015,"1,574,999.00","199,288.00",0.13
CA6837151068,OPEN TEXT (TSE),Software,2016,"1,800,048.00","280,706.00",0.16
CA6837151068,OPEN TEXT (TSE),Software,2017,"2,341,681.00","1,048,322.00",0.45
CA7063271034,PEMBINA PIPELINE,Gas Distribution,2013,"4,729,319.00","323,758.00",0.07
CA7063271034,PEMBINA PIPELINE,Gas Distribution,2014,"5,239,806.00","300,454.00",0.06
CA7063271034,PEMBINA PIPELINE,Gas Distribution,2015,"3,336,684.00","255,560.00",0.08
CA7063271034,PEMBINA PIPELINE,Gas Distribution,2016,"3,180,378.00","293,803.00",0.09
CA7063271034,PEMBINA PIPELINE,Gas Distribution,2017,"4,316,286.00","711,134.00",0.16
CA7392391016,POWER CORP.CANADA,Life Insurance,2013,"27,897,809.00","919,511.00",0.03
CA7392391016,POWER CORP.CANADA,Life Insurance,2014,"36,804,691.00","1,100,799.00",0.03
CA7392391016,POWER CORP.CANADA,Life Insurance,2015,"27,546,542.00","1,285,721.00",0.05
CA7392391016,POWER CORP.CANADA,Life Insurance,2016,"37,843,893.00","806,839.00",0.02
CA7392391016,POWER CORP.CANADA,Life Insurance,2017,"40,745,324.00","1,026,395.00",0.03
CA73927C1005,POWER FINL.,Life Insurance,2013,"27,133,588.00","1,784,436.00",0.07
CA73927C1005,POWER FINL.,Life Insurance,2014,"36,067,371.00","1,844,163.00",0.05
CA73927C1005,POWER FINL.,Life Insurance,2015,"26,284,577.00","1,669,422.00",0.06
CA73927C1005,POWER FINL.,Life Insurance,2016,"36,629,906.00","1,430,984.00",0.04
CA73927C1005,POWER FINL.,Life Insurance,2017,"39,809,118.00","1,493,301.00",0.04
CA7397211086,PRAIRIESKY ROYALTY,Exploration and production,2013,,,
CA7397211086,PRAIRIESKY ROYALTY,Exploration and production,2014,"171,552.00","117,678.00",0.69
CA7397211086,PRAIRIESKY ROYALTY,Exploration and production,2015,"154,776.00","45,353.00",0.29
